SUBJECT_ID SUBJECT_CODE SUBJECT_NAME INTERNAL_MARKS EXTERNAL_MARKS TOTAL_MARKS CREDITS_SECURED
99101.0 ETMA101 "APPLIED MATHEMATICS - I" 18 56 74 4
99103.0 ETPH103 "APPLIED PHYSICS - I" 18 52 70 3
99105.0 ETCH105 "ENGINEERING CHEMISTRY" 13 41 54 3
36107.0 ETME107 "MANUFACTURING PROCESS" 18 62 80 2
27109.0 ETCS109 "INTRODUCTION TO COMPUTERS AND AUTO CAD" 20 49 69 3
99111.0 ETEL111 "COMMUNICATION SKILLS - I" 17 52 69 3
99113.0 ETEL113 "IMPACT OF SCIENCE & TECHNOLOGY ON SOCIETY" 0 88 88 1
99151.0 ETPH151 "APPLIED PHYSICS LAB - I" 31 55 86 1
99153.0 ETCH153 "ENGINEERING CHEMISTRY LAB" 35 59 94 1
27155.0 ETCS155 "INTRODUCTION TO AUTO CAD OFFICE AUTOMATION AND WEB DESIGN" 39 55 94 2
36157.0 ETME157 "WORKSHOP PRACTICE" 37 47 84 2
36159.0 ETME159 "ENGINEERING GRAPHICS LAB" 36 59 95 1
