SUBJECT_ID SUBJECT_CODE SUBJECT_NAME INTERNAL_MARKS EXTERNAL_MARKS TOTAL_MARKS CREDITS_SECURED
99102.0 ETMA102 "APPLIED MATHEMATICS - II" 18 41 59 4
99104.0 ETPH104 "APPLIED PHYSICS - II" 11 68 79 3
99106.0 ETCH106 "ENVIRONMENTAL STUDIES" 23 62 85 3
27108.0 ETCS108 "INTRODUCTION TO PROGRAMMING" 20 69 89 3
36110.0 ETME110 "ENGINEERING MECHANICS" 7 63 70 3
28112.0 ETEC112 "ELECTRICAL SCIENCE" 9 57 66 3
99114.0 ETEL114 "COMMUNICATION SKILLS - II" 13 48 61 3
99152.0 ETPH152 "APPLIED PHYSICS LAB - II" 30 45 75 1
99154.0 ETCH154 "ENVIRONMENTAL STUDIES LAB." 34 51 85 1
27156.0 ETCS156 "C PROGRAMMING LAB" 33 50 83 1
36158.0 ETME158 "ENGINEERING MECHANICS LAB." 36 45 81 2
28160.0 ETEC160 "ELECTRICAL SCIENCE LAB" 32 54 86 1
