SUBJECT_ID SUBJECT_CODE SUBJECT_NAME INTERNAL_MARKS EXTERNAL_MARKS TOTAL_MARKS CREDITS_SECURED
99201.0 ETMA201 "APPLIED MATHEMATICS - III" 12 38 50 4
27203.0 ETCS203 "FOUNDATION OF COMPUTER SCIENCE" 13 37 50 4
28205.0 ETEC205 "SWITCHING THEORY AND LOGIC DESIGN" 13 37 50 4
49207.0 ETEE207 "CIRCUITS AND SYSTEMS" 3 47 50 4
27209.0 ETCS209 "DATA STRUCTURE" 14 49 63 4
27211.0 ETCS211 "COMPUTER GRAPHICS AND MULTIMEDIA" 9 45 54 4
28253.0 ETEC253 "SWITCHING THEORY AND LOGIC DESIGN LAB" 32 48 80 1
27255.0 ETCS255 "DATA STRUCTURE LAB" 34 39 73 1
27257.0 ETCS257 "COMPUTER GRAPHICS AND MULTIMEDIA LAB" 35 47 82 1
49257.0 ETEE257 "CIRCUITS AND SYSTEMS LAB" 37 50 87 1
