SUBJECT_ID SUBJECT_CODE SUBJECT_NAME INTERNAL_MARKS EXTERNAL_MARKS TOTAL_MARKS CREDITS_SECURED
99201.0 ETMA201 "APPLIED MATHEMATICS - III" 25 71 96 4
27203.0 ETCS203 "ANALOG ELECTRONICS" 17 58 75 4
28205.0 ETEC205 "CIRCUITS AND SYSTEMS" 19 60 79 4
27207.0 ETCS207 "FOUNDATIONS OF COMPUTER SYSTEMS" 22 47 69 4
31209.0 ETIT209 "OBJECT ORIENTED PROGRAMMING USING C++" 23 56 79 4
27211.0 ETCS211 "DATA STRUCTURES" 21 61 82 4
27251.0 ETCS251 "ANALOG ELECTRONICS LAB" 35 44 79 1
28253.0 ETEC253 "CIRCUITS & SYSTEMS LAB" 37 53 90 1
31255.0 ETIT255 "OBJECT ORIENTED PROGRAMMING USING C++ LAB" 36 54 90 1
27257.0 ETCS257 "DATA STRUCTURE LAB" 34 47 81 1
