SUBJECT_ID SUBJECT_CODE SUBJECT_NAME INTERNAL_MARKS EXTERNAL_MARKS TOTAL_MARKS CREDITS_SECURED
28301.0 ETEC301 "DIGITAL CIRCUITS & SYSTEMS - II" 10 36 50 4
31303.0 ETIT303 "JAVA PROGRAMMING AND WEBSITE DESIGN" 14 50 64 4
27305.0 ETCS305 "COMPUTER ARCHITECTURE" 12 39 51 4
27307.0 ETCS307 "LINUX AND X-WINDOWS PROGRAMMING" 16 37 53 4
27309.0 ETCS309 "DATA BASE MANAGEMENT SYSTEMS" 10 39 50 4
29311.0 ETMS311 "ORGANIZATIONAL BEHAVIOUR" 21 57 78 4
28351.0 ETEC351 "DIGITAL CIRCUITS & SYSTEMS - II LAB." 32 45 77 1
31353.0 ETIT353 "JAVA PROGRAMMING AND WEBSITE DESIGN LAB" 31 49 80 1
27355.0 ETCS355 "LINUX AND X-WINDOWS PROGRAMMING LAB" 32 48 80 1
27357.0 ETCS357 "DATA BASE MANAGEMENT SYSTEMS LAB." 31 43 74 1
