SUBJECT_ID SUBJECT_CODE SUBJECT_NAME INTERNAL_MARKS EXTERNAL_MARKS TOTAL_MARKS CREDITS_SECURED
99102.0 ETMA102 "APPLIED MATHEMATICS - II" 10 49 59 4
99104.0 ETPH104 "APPLIED PHYSICS - II" 13 37 50 3
99106.0 ETCH106 "ENVIRONMENTAL STUDIES" 21 30 51 3
27108.0 ETCS108 "INTRODUCTION TO PROGRAMMING" 17 47 64 3
36110.0 ETME110 "ENGINEERING MECHANICS" 10 40 50 3
28112.0 ETEC112 "ELECTRICAL SCIENCE" 10 37 50 3
99114.0 ETEL114 "COMMUNICATION SKILLS - II" 10 43 53 3
99152.0 ETPH152 "APPLIED PHYSICS LAB - II" 32 44 76 1
99154.0 ETCH154 "ENVIRONMENTAL STUDIES LAB." 31 50 81 1
27156.0 ETCS156 "C PROGRAMMING LAB" 33 45 78 1
36158.0 ETME158 "ENGINEERING MECHANICS LAB." 33 41 74 2
28160.0 ETEC160 "ELECTRICAL SCIENCE LAB" 33 42 75 1
