SUBJECT_ID SUBJECT_CODE SUBJECT_NAME INTERNAL_MARKS EXTERNAL_MARKS TOTAL_MARKS CREDITS_SECURED
99101.0 ETMA101 "APPLIED MATHEMATICS - I" 22 29 51 4
99103.0 ETPH103 "APPLIED PHYSICS - I" 6 50 56 3
99105.0 ETCH105 "ENGINEERING CHEMISTRY" 13 58 71 3
36107.0 ETME107 "MANUFACTURING PROCESS" 15 38 53 2
27109.0 ETCS109 "INTRODUCTION TO COMPUTERS AND AUTO CAD" 16 65 81 3
99111.0 ETEL111 "COMMUNICATION SKILLS - I" 17 35 52 3
99113.0 ETEL113 "IMPACT OF SCIENCE & TECHNOLOGY ON SOCIETY" 0 62 62 1
99151.0 ETPH151 "APPLIED PHYSICS LAB - I" 28 36 64 1
99153.0 ETCH153 "ENGINEERING CHEMISTRY LAB" 33 54 87 1
27155.0 ETCS155 "INTRODUCTION TO AUTO CAD OFFICE AUTOMATION AND WEB DESIGN" 26 44 70 2
36157.0 ETME157 "WORKSHOP PRACTICE" 34 49 83 2
36159.0 ETME159 "ENGINEERING GRAPHICS LAB" 28 59 87 1
