SUBJECT_ID SUBJECT_CODE SUBJECT_NAME INTERNAL_MARKS EXTERNAL_MARKS TOTAL_MARKS CREDITS_SECURED
27202.0 ETCS202 "SOFTWARE ENGINEERING" 17 33 50 4
27204.0 ETCS204 "ALGORITHM ANALYSIS & DESIGN" 9 43 52 4
28206.0 ETEC206 "DIGITAL CIRCUITS & SYSTEMS - I" 9 37 50 4
31208.0 ETIT208 "COMMUNICATION SYSTEMS" 9 41 50 4
27210.0 ETCS210 "COMPUTER GRAPHICS" 15 60 75 4
27212.0 ETCS212 "OPERATING SYSTEMS" 9 39 50 4
27252.0 ETCS252 "SOFTWARE ENGINEERING LAB" 26 45 71 1
27254.0 ETCS254 "ALGORITHM ANALYSIS AND DESIGN LAB" 20 45 65 1
28256.0 ETEC256 "DIGITAL CIRCUITS & SYSTEMS - I LAB" 16 49 65 1
27258.0 ETCS258 "COMPUTER GRAPHICS LAB" 32 51 83 1
